index,longitude,latitude,std_geohash_code,std_geohash_diff,std_geohash_abs_diff,mbr_geohash_code,mbr_geohash_diff,mbr_geohash_abs_diff,hilbert_code,hilbert_diff,hilbert_abs_diff
89315,116.32200000,40.00670000,2034401217063906,-3754,3754,367017579207,-7580,7580,366727041414,-3826,3826
89316,116.32174500,40.00670200,2034401217019618,-44288,44288,367017556077,-23130,23130,366727032441,-8973,8973
89317,116.32151600,40.00669300,2034401217015796,-3822,3822,367017548484,-7593,7593,366727028622,-3819,3819
89318,116.32129100,40.00665800,2034401217014578,-1218,1218,367017545886,-2598,2598,366727024849,-3773,3773
89319,116.32121300,40.00679700,2034401218412731,1398153,1398153,367017458612,-87274,87274,366726982726,-42123,42123
89320,116.32120700,40.00698500,2034401218415128,2397,2397,367017459418,806,806,366726982453,-273,273
89321,116.32118600,40.00715400,2034401218421256,6128,6128,367017634346,174928,174928,366727812501,830048,830048
89322,116.32116100,40.00731500,2034401218412368,-8888,8888,367017634573,227,227,366727812259,-242,242
89323,116.32103700,40.00743500,2034401218434104,21736,21736,367017633411,-1162,1162,366727814466,2207,2207
89324,116.32080300,40.00742400,2034401218430305,-3799,3799,367017626760,-6651,6651,366727815876,1410,1410
89325,116.32058500,40.00741900,2034401218429194,-1111,1111,367017602047,-24713,24713,366727828480,12604,12604
89326,116.32036800,40.00739700,2034401218232042,-197152,197152,367017599857,-2190,2190,366727829579,1099,1099
89327,116.32014500,40.00739900,2034401218228222,-3820,3820,367017593211,-6646,6646,366727833550,3971,3971
89328,116.31993100,40.00738000,2034401218227124,-1098,1098,367016192999,-1400212,1400212,366728182838,349288,349288
89329,116.31981800,40.00749800,2034401218249225,22101,22101,367016193128,129,129,366728181974,-864,864
89330,116.31978500,40.00763300,2034401218239951,-9274,9274,367016193344,216,216,366728182080,106,106
89331,116.31971700,40.00772700,2034401218240244,293,293,367016194573,1229,1229,366728169889,-12191,12191
89332,116.31965900,40.00775900,2034401218245656,5412,5412,367016194111,-462,462,366728170112,223,223
89333,116.31965300,40.00776300,2034401218245646,-10,10,367016194152,41,41,366728170196,84,84
89334,116.31965200,40.00776700,2034401218245668,22,22,367016194146,-6,6,366728170195,-1,1
89335,116.31965200,40.00776600,2034401218245668,0,0,367016194146,0,0,366728170195,0,0
89336,116.31965300,40.00777100,2034401218245670,2,2,367016194153,7,7,366728170199,4,4
89337,116.31965200,40.00777400,2034401218245670,0,0,367016194147,-6,6,366728170194,-5,5
89338,116.31965300,40.00776900,2034401218245668,-2,2,367016194152,5,5,366728170196,2,2
89339,116.31965400,40.00776500,2034401218245647,-21,21,367016194152,0,0,366728170196,0,0
89340,116.31965400,40.00776500,2034401218245647,0,0,367016194152,0,0,366728170196,0,0
89341,116.31965400,40.00776700,2034401218245669,22,22,367016194152,0,0,366728170196,0,0
89342,116.31965400,40.00775700,2034401218245645,-24,24,367016194109,-43,43,366728170115,-81,81
89343,116.31965000,40.00773200,2034401218240166,-5479,5479,367016194098,-11,11,366728170123,8,8
89344,116.31962900,40.00770200,2034401218239444,-722,722,367016194050,-48,48,366728170153,30,30
89345,116.31960300,40.00766700,2034401218239299,-145,145,367016185840,-8210,8210,366728175626,5473,5473
89346,116.31959500,40.00762200,2034401218238914,-385,385,367016185757,-83,83,366728175833,207,207
89347,116.31964800,40.00759800,2034401218239521,607,607,367016191282,5525,5525,366728181027,5194,5194
89348,116.31968900,40.00758300,2034401218239561,40,40,367016191398,116,116,366728181239,212,212
89349,116.31968900,40.00758300,2034401218239561,0,0,367016191398,0,0,366728181239,0,0
89350,116.31969000,40.00758000,2034401218239555,-6,6,367016191398,0,0,366728181239,0,0
89351,116.32286900,40.00701200,2034401218482030,242475,242475,367017948285,1756887,1756887,366727393003,-788236,788236
89352,116.32329100,40.00696300,2034401263225065,44743035,44743035,367017973446,25161,25161,366727337869,-55134,55134
89353,116.32329500,40.00681100,2034401263223369,-1696,1696,367017972680,-766,766,366727338028,159,159
89354,116.32327700,40.00664500,2034401261824542,-1398827,1398827,367017972282,-398,398,366727338789,761,761
89355,116.32326900,40.00648400,2034401261822514,-2028,2028,367017969443,-2839,2839,366727341208,2419,2419
89356,116.32320600,40.00631300,2034401217077091,-44745423,44745423,367017968083,-1360,1360,366727342386,1178,1178
89357,116.32330300,40.00611900,2034401261814343,44737252,44737252,367017968308,225,225,366727343052,666,666
89358,116.32327500,40.00594300,2034401261791764,-22579,22579,367017957164,-11144,11144,366727363768,20716,20716
89359,116.32324400,40.00579800,2034401261789730,-2034,2034,367017956864,-300,300,366727364010,242,242
89360,116.32324500,40.00569100,2034401261789186,-544,544,367017956112,-752,752,366727361082,-2928,2928
89361,116.32319400,40.00567800,2034401217044413,-44744773,44744773,367017955628,-484,484,366727360792,-290,290
89362,116.32314500,40.00570000,2034401217049691,5278,5278,367017933745,-21883,21883,366727368395,7603,7603
89363,116.32311000,40.00572900,2034401217049749,58,58,367017933666,-79,79,366727368315,-80,80
89364,116.32309800,40.00572200,2034401217049659,-90,90,367017933642,-24,24,366727368261,-54,54
89365,116.32316100,40.00567900,2034401217044394,-5265,5265,367017955588,21946,21946,366727360772,-7489,7489
89366,116.32327100,40.00563300,2034401261783609,44739215,44739215,367017955961,373,373,366727361351,579,579
89367,116.32335000,40.00563500,2034401261783864,255,255,367017957491,1530,1530,366727361634,283,283
89368,116.32345500,40.00561400,2034401261784605,741,741,367017958093,602,602,366727361929,295,295
89369,116.32124200,40.00603600,2034401217003591,-44781014,44781014,367017530712,-427381,427381,366727020534,-341395,341395
89370,116.32125800,40.00601100,2034401216981748,-21843,21843,367017530726,14,14,366727020509,-25,25
89371,116.32121500,40.00598000,2034401216981566,-182,182,367017443252,-87474,87474,366726987846,-32663,32663
89372,116.32127100,40.00588400,2034401216981282,-284,284,367017530565,87313,87313,366727019663,31817,31817
89373,116.32129900,40.00574700,2034401216979355,-1927,1927,367017529830,-735,735,366727019421,-242,242
89374,116.32133400,40.00559800,2034401216973306,-6049,6049,367017529953,123,123,366727018961,-460,460
89375,116.32136000,40.00542000,2034401216971945,-1361,1361,367017527186,-2767,2767,366727005915,-13046,13046
89376,116.32144400,40.00523400,2034401216884128,-87817,87817,367017527772,586,586,366727007544,1629,1629
89377,116.32151100,40.00507000,2034401216882163,-1965,1965,367017527919,147,147,366727008112,568,568
89378,116.32156300,40.00497100,2034401216879262,-2901,2901,367017489757,-38162,38162,366727090161,82049,82049
89379,116.32160200,40.00487300,2034401216878804,-458,458,367017489810,53,53,366727090035,-126,126
89380,116.32156300,40.00474500,2034401216877076,-1728,1728,367017489433,-377,377,366727089207,-828,828
89381,116.32156400,40.00459700,2034401216854583,-22493,22493,367017488653,-780,780,366727088907,-300,300
89382,116.32160300,40.00442900,2034401216852604,-1979,1979,367017485789,-2864,2864,366727099801,10894,10894
89383,116.32162200,40.00425900,2034401216846633,-5971,5971,367017485543,-246,246,366727099548,-253,253
89384,116.32164600,40.00409900,2034401216844692,-1941,1941,367017485129,-414,414,366727099111,-437,437
89385,116.32170700,40.00394200,2034401216495243,-349449,349449,367017484988,-141,141,366727098728,-383,383
89386,116.32168700,40.00370700,2034401216492030,-3213,3213,367017473740,-11248,11248,366727105928,7200,7200
89387,116.32173300,40.00356400,2034401216486964,-5066,5066,367017474382,642,642,366727104483,-1445,1445
89388,116.32183100,40.00342800,2034401216485322,-1642,1642,367017474670,288,288,366727103961,-522,522
89389,116.32202400,40.00341400,2034401216529360,44038,44038,367017497314,22644,22644,366727123347,19386,19386
89390,116.32225700,40.00339500,2034401216533090,3730,3730,367017504948,7634,7634,366727127244,3897,3897
89391,116.32245400,40.00335300,2034401216533747,657,657,367017507339,2391,2391,366727130892,3648,3648
89392,116.32268500,40.00335600,2034401216545256,11509,11509,367017859075,351736,351736,366727149224,18332,18332
89393,116.32301900,40.00335400,2034401216549302,4046,4046,367017867275,8200,8200,366727144460,-4764,4764
89394,116.32331500,40.00335200,2034401261289715,44740413,44740413,367017890473,23198,23198,366727191549,47089,47089
89395,116.32361000,40.00335800,2034401261293752,4037,4037,367017898627,8154,8154,366727186792,-4757,4757
89396,116.32388700,40.00339400,2034401261295458,1706,1706,367017988628,90001,90001,366727205140,18348,18348
89397,116.32416500,40.00341300,2034401261307600,12142,12142,367017996394,7766,7766,366727209087,3947,3947
89398,116.32433700,40.00341900,2034401261310674,3074,3074,367017998537,2143,2143,366727212583,3496,3496
89399,116.32442400,40.00353000,2034401261312504,1830,1830,367017999262,725,725,366727212153,-430,430
89400,116.32452100,40.00328800,2034401261311062,-1442,1442,367018018281,19019,19019,366727218621,6468,6468
89401,116.32454600,40.00309100,2034401261287333,-23729,23729,367018018318,37,37,366727219105,484,484
89402,116.32460300,40.00293400,2034401261281275,-6058,6058,367018017706,-612,612,366727217749,-1356,1356
89403,116.32463600,40.00274600,2034401261322917,41642,41642,367017319779,-697927,697927,366726525298,-692451,692451
89404,116.32465800,40.00253900,2034401261234743,-88174,88174,367017319561,-218,218,366726525639,341,341
89405,116.32466000,40.00232200,2034401261232354,-2389,2389,367017318600,-961,961,366726526508,869,869
89406,116.32473300,40.00213600,2034401261226393,-5961,5961,367017316228,-2372,2372,366726515430,-11078,11078
89407,116.32475700,40.00195200,2034401261224388,-2005,2005,367017315314,-914,914,366726515721,291,291
89408,116.32480800,40.00176800,2034401261202477,-21911,21911,367017320510,5196,5196,366726516779,1058,1058
89409,116.32481400,40.00160300,2034401261200443,-2034,2034,367017309575,-10935,10935,366726508358,-8421,8421
89410,116.32483300,40.00141100,2034401261194314,-6129,6129,367017308656,-919,919,366726504864,-3494,3494
89411,116.32495700,40.00128600,2034401261192693,-1621,1621,367017310326,1670,1670,366726505575,711,711
89412,116.32521400,40.00127900,2034401261196509,3816,3816,367106790097,89479771,89479771,366907595667,181090092,181090092
89413,116.32530500,40.00125600,2034401261207592,11083,11083,367106791628,1531,1531,366907595912,245,245
89414,116.32553600,40.00125000,2034401261208679,1087,1087,367106798273,6645,6645,366907590953,-4959,4959
89415,116.32578600,40.00124400,2034401261212004,3325,3325,367106822345,24072,24072,366907609223,18270,18270
89416,116.32606600,40.00124400,2034401261387892,175888,175888,367106830409,8064,8064,366907613255,4032,4032
89417,116.32633200,40.00127400,2034401261389271,1379,1379,367106833018,2609,2609,366907617135,3880,3880
89418,116.32660600,40.00129400,2034401261393319,4048,4048,367106922743,89725,89725,366907536550,-80585,80585
89419,116.32688200,40.00133700,2034401261405750,12431,12431,367106930992,8249,8249,366907526432,-10118,10118
89420,116.32712600,40.00131500,2034401261409031,3281,3281,367106954019,23027,23027,366907519506,-6926,6926
89421,116.32716200,40.00115600,2034401255816014,-5593017,5593017,367106951156,-2863,2863,366907518638,-868,868
89422,116.32715700,40.00092200,2034401255813569,-2445,2445,367106950799,-357,357,366907518282,-356,356
89423,116.32714300,40.00074200,2034401255807293,-6276,6276,367106949844,-955,955,366907517206,-1076,1076
89424,116.32697300,40.00052800,2034401255780285,-27008,27008,367106883384,-66460,66460,366907714084,196878,196878
89425,116.32703900,40.00024800,2034401255780493,208,208,367106904346,20962,20962,366907724725,10641,10641
89426,116.32709900,40.00007500,2034401255774428,-6065,6065,367106901503,-2843,2843,366907723690,-1035,1035
89427,116.32715000,39.99996700,2034401255773032,-1396,1396,367106901894,391,391,366907722957,-733,733
89428,116.32716000,39.99996300,2034401255773030,-2,2,367106901902,8,8,366907722953,-4,4
89429,116.32715900,39.99994100,2034401255772998,-32,32,367106901727,-175,175,366907723024,71,71
89430,116.32713800,39.99993900,2034401255772950,-48,48,367106901631,-96,96,366907723242,218,218
89431,116.32720200,39.99994700,2034401255773708,758,758,367106903328,1697,1697,366907722650,-592,592
89432,116.32723900,39.99990900,2034401255773387,-321,321,367106903258,-70,70,366907721887,-763,763
89433,116.32727400,39.99981700,2034401255685853,-87534,87534,367106903561,303,303,366907721991,104,104
89434,116.32726200,39.99975500,2034401255685369,-484,484,367106902852,-709,709,366907721452,-539,539
89435,116.32722800,39.99969400,2034401255685151,-218,218,367106902406,-446,446,366907721581,129,129
89436,116.32725600,39.99965300,2034401255683802,-1349,1349,367106902270,-136,136,366907720875,-706,706
89437,116.32747500,39.99974200,2034401255729585,45783,45783,367106909128,6858,6858,366907734060,13185,13185
89438,116.32752800,39.99975900,2034401255729662,77,77,367106910566,1438,1438,366907735415,1355,1355
89439,116.32752900,39.99976200,2034401255730005,343,343,367106910566,0,0,366907735415,0,0
89440,116.32752900,39.99976200,2034401255730005,0,0,367106910566,0,0,366907735415,0,0
89441,116.32753000,39.99977000,2034401255730007,2,2,367106910567,1,1,366907735412,-3,3
89442,116.32753100,39.99978100,2034401255730015,8,8,367106910579,12,12,366907735394,-18,18
89443,116.32751300,39.99975400,2034401255729656,-359,359,367106910537,-42,42,366907735367,-27,27
89444,116.32750000,39.99976200,2034401255729985,329,329,367106909166,-1371,1371,366907734075,-1292,1292
89445,116.32749800,39.99978600,2034401255730017,32,32,367106909179,13,13,366907734020,-55,55
89446,116.32744800,39.99981100,2034401255730050,33,33,367106909730,551,551,366907733779,-241,241
89447,116.32745800,39.99986100,2034401255817481,87431,87431,367106909758,28,28,366907733801,22,22
89448,116.32746900,39.99989500,2034401255817605,124,124,367106909894,136,136,366907733901,100,100
89449,116.32748200,40.00001600,2034401255818174,569,569,367106910176,282,282,366907733040,-861,861
89450,116.32744000,40.00012400,2034401255819870,1696,1696,367106912795,2619,2619,366907728156,-4884,4884
89451,116.32739600,40.00021000,2034401255825438,5568,5568,367106912477,-318,318,366907728025,-131,131
89452,116.32738200,40.00027200,2034401255825583,145,145,367106912660,183,183,366907728766,741,741
89453,116.32738000,40.00032100,2034401255826053,470,470,367106912634,-26,26,366907728869,103,103
89454,116.32741100,40.00035700,2034401255826153,100,100,367106913442,808,808,366907728979,110,110
89455,116.32691000,40.00017100,2034401255771877,-54276,54276,367106881740,-31702,31702,366907715106,-13873,13873
89456,116.32697300,40.00018800,2034401255772095,218,218,367106882168,428,428,366907715438,332,332
89457,116.32698600,40.00019100,2034401255777601,5506,5506,367106882259,91,91,366907715474,36,36
89458,116.32701000,40.00018800,2034401255772158,-5443,5443,367106882296,37,37,366907715502,28,28
89459,116.32702600,40.00021700,2034401255780385,8227,8227,367106904322,22026,22026,366907724713,9211,9211
89460,116.32705400,40.00028200,2034401255780886,501,501,367106904424,102,102,366907724756,43,43
89461,116.32709600,40.00046300,2034401255783004,2118,2118,367106905339,915,915,366907724966,210,210
89462,116.32711400,40.00057900,2034401255805313,22309,22309,367106905932,593,593,366907725384,418,418
89463,116.32740100,40.00086700,2034401255852733,47420,47420,367106957786,51854,51854,366907513781,-211603,211603
89464,116.32734500,40.00104900,2034401255815162,-37571,37571,367106958596,810,810,366907514796,1015,1015
89465,116.32702800,40.00117400,2034401255815723,561,561,367106953218,-5378,5378,366907518979,4183,4183
89466,116.32688800,40.00133300,2034401261405749,5590026,5590026,367106930983,-22235,22235,366907526428,7449,7449
89467,116.32685400,40.00149400,2034401261407753,2004,2004,367106930366,-617,617,366907525059,-1369,1369
89468,116.32681300,40.00170100,2034401261413315,5562,5562,367106930556,190,190,366907524328,-731,731
89469,116.32678600,40.00193000,2034401261437232,23917,23917,367106941763,11207,11207,366907544130,19802,19802
89470,116.32679600,40.00213100,2034401261439382,2150,2150,367106942731,968,968,366907546798,2668,2668
89471,116.32664200,40.00231000,2034401261434315,-5067,5067,367106939444,-3287,3287,366907553158,6360,6360
89472,116.32652800,40.00239400,2034401261434520,205,205,367106937768,-1676,1676,366907554044,886,886
89473,116.32645700,40.00253600,2034401261435703,1183,1183,367106938369,601,601,366907555073,1029,1029
89474,116.32638500,40.00266800,2034401261523171,87468,87468,367106938114,-255,255,366907555753,680,680
89475,116.32638800,40.00275300,2034401261523686,515,515,367106938188,74,74,366907555784,31,31
89476,116.32635500,40.00281300,2034401261525136,1450,1450,367107549835,611647,611647,366906900422,-655362,655362
89477,116.32635400,40.00279900,2034401261525048,-88,88,367107549834,-1,1,366906900421,-1,1
89478,116.32636900,40.00277800,2034401261525020,-28,28,367106850809,-699025,699025,366907555853,655432,655432
89479,116.32638400,40.00276700,2034401261525057,37,37,367106938194,87385,87385,366907555833,-20,20
89480,116.32637500,40.00268800,2034401261523479,-1578,1578,367106850735,-87459,87459,366907556080,247,247
89481,116.32645000,40.00264100,2034401261523345,-134,134,367106938105,87370,87370,366907554989,-1091,1091
89482,116.32649800,40.00331200,2034401261556086,32741,32741,367107639248,701143,701143,366906902160,-652829,652829
89483,116.32650000,40.00335700,2034401261556221,135,135,367107641985,2737,2737,366906915179,13019,13019
89484,116.32654000,40.00330900,2034401261556790,569,569,367107640656,-1329,1329,366906902864,-12315,12315
89485,116.32610600,40.00273200,2034401261519763,-37027,37027,367106848200,-792456,792456,366907557158,654294,654294
89486,116.32609900,40.00275100,2034401261519794,31,31,367106848196,-4,4,366907557164,6,6
89487,116.32606300,40.00278200,2034401261520987,1193,1193,367106848086,-110,110,366907557207,43,43
89488,116.32598300,40.00280700,2034401261346174,-174813,174813,367107541507,693421,693421,366906885378,-671829,671829
89489,116.32569400,40.00280700,2034401261344875,-1299,1299,367107517057,-24450,24450,366906884073,-1305,1305
89490,116.32555000,40.00288300,2034401261342326,-2549,2549,367107515086,-1971,1971,366906880395,-3678,3678
89491,116.32552500,40.00303000,2034401261348419,6093,6093,367107515245,159,159,366906880721,326,326
89492,116.32550400,40.00317100,2034401261350043,1624,1624,367107515981,736,736,366906881891,1170,1170
89493,116.32551100,40.00330700,2034401261372468,22425,22425,367107516239,258,258,366906881610,-281,281
89494,116.32547300,40.00343300,2034401261372405,-63,63,367107518692,2453,2453,366906870324,-11286,11286
89495,116.32540500,40.00351300,2034401261373839,1434,1434,367107513272,-5420,5420,366906875590,5266,5266
89496,116.32527200,40.00353600,2034401261362670,-11169,11169,367107512628,-644,644,366906875182,-408,408
89497,116.32512200,40.00352900,2034401261361660,-1010,1010,367107510588,-2040,2040,366906874242,-940,940
89498,116.32498900,40.00355300,2034401261361689,29,29,367018031562,-89479026,89479026,366727227183,-179647059,179647059
89499,116.32486700,40.00355200,2034401261358684,-3005,3005,367018029898,-1664,1664,366727225925,-1258,1258
89500,116.32474100,40.00355000,2034401261357853,-831,831,367018023880,-6018,6018,366727230502,4577,4577
89501,116.32456000,40.00353800,2034401261313467,-44386,44386,367018021693,-2187,2187,366727231617,1115,1115
89502,116.32445000,40.00356500,2034401261313571,104,104,367018021188,-505,505,366727232492,875,875
89503,116.32442100,40.00364300,2034401261318479,4908,4908,367018000013,-21175,21175,366727211979,-20513,20513
89504,116.32442100,40.00374200,2034401261319021,542,542,367018000093,80,80,366727211835,-144,144
89505,116.32440200,40.00388200,2034401261321024,2003,2003,367018000255,162,162,366727211626,-209,209
89506,116.32441100,40.00404100,2034401261670883,349859,349859,367018011524,11269,11269,366727255246,43620,43620
89507,116.32436100,40.00433500,2034401261678880,7997,7997,367018012088,564,564,366727254510,-736,736
89508,116.32434000,40.00457200,2034401261681232,2352,2352,367018015112,3024,3024,366727253484,-1026,1026
89509,116.32432400,40.00475000,2034401261703747,22515,22515,367018015803,691,691,366727250574,-2910,2910
89510,116.32431500,40.00491300,2034401261705749,2002,2002,367018016098,295,295,366727250905,331,331
89511,116.32431400,40.00506000,2034401261711519,5770,5770,367018059878,43780,43780,366727281885,30980,30980
89512,116.32430900,40.00523900,2034401261713590,2071,2071,367018060149,271,271,366727282021,136,136
89513,116.32431700,40.00540200,2034401261801674,88084,88084,367018061100,951,951,366727279410,-2611,2611
89514,116.32431900,40.00553300,2034401261803594,1920,1920,367018063913,2813,2813,366727278269,-1141,1141
89515,116.32431800,40.00570200,2034401261809738,6144,6144,367018064185,272,272,366727277959,-310,310
89516,116.32428800,40.00586200,2034401261811718,1980,1980,367018064960,775,775,366727276778,-1181,1181
89517,116.32425200,40.00601000,2034401261809648,-2070,2070,367018063811,-1149,1149,366727276162,-616,616
89518,116.32423000,40.00616100,2034401261832128,22480,22480,367018074725,10914,10914,366727322079,45917,45917
89519,116.32422400,40.00630800,2034401261834037,1909,1909,367018074970,245,245,366727321695,-384,384
89520,116.32421100,40.00646300,2034401261840146,6109,6109,367018075735,765,765,366727323132,1437,1437
89521,116.32420300,40.00661600,2034401261841831,1685,1685,367018078379,2644,2644,366727318270,-4862,4862
89522,116.32412600,40.00672400,2034401263240210,1398379,1398379,367018078289,-90,90,366727318105,-165,165
89523,116.32392800,40.00673100,2034401263228255,-11955,11955,367018070740,-7549,7549,366727328574,10469,10469
89524,116.32374000,40.00671700,2034401263227216,-1039,1039,367017982555,-88185,88185,366727333364,4790,4790
89525,116.32353600,40.00670000,2034401261825974,-1401242,1401242,367017980109,-2446,2446,366727334435,1071,1071
89526,116.32334700,40.00670700,2034401261824941,-1033,1033,367017973863,-6246,6246,366727339230,4795,4795
89527,116.32311900,40.00669600,2034401217085153,-44739788,44739788,367017949806,-24057,24057,366727390675,51445,51445
89528,116.32292800,40.00670600,2034401217084089,-1064,1064,367017947719,-2087,2087,366727390052,-623,623
89529,116.32270600,40.00670200,2034401217080306,-3783,3783,367017941095,-6624,6624,366727395036,4984,4984
89530,116.32250500,40.00670200,2034401217068982,-11324,11324,367017589479,-351616,351616,366727049140,-345896,345896
89531,116.32233100,40.00672200,2034401218466070,1397088,1397088,367017587417,-2062,2062,366727045559,-3581,3581
89532,116.32216200,40.00674900,2034401218463036,-3034,3034,367017581442,-5975,5975,366727044201,-1358,1358
89533,116.32194800,40.00676200,2034401218461908,-1128,1128,367017578924,-2518,2518,366727041874,-2327,2327
89534,116.32167700,40.00672200,2034401218416978,-44930,44930,367017554641,-24283,24283,366727029179,-12695,12695
89535,116.32144400,40.00667200,2034401217015680,-1401298,1401298,367017547933,-6708,6708,366727028441,-738,738
89536,116.32131200,40.00669200,2034401217014730,-950,950,367017546308,-1625,1625,366727025132,-3309,3309
89537,116.32130200,40.00681600,2034401218413342,1398612,1398612,367017546216,-92,92,366727025470,338,338
89538,116.32126700,40.00697300,2034401218415189,1847,1847,367017546863,647,647,366727025872,402,402
89539,116.32125100,40.00712600,2034401218420976,5787,5787,367017547121,258,258,366727026019,147,147
89540,116.32123300,40.00726700,2034401218422891,1915,1915,367017721937,174816,174816,366727768827,742808,742808
89541,116.32119500,40.00739700,2034401218423470,579,579,367017634769,-87168,87168,366727812145,43318,43318
89542,116.32102400,40.00746700,2034401218434212,10742,10742,367017633337,-1432,1432,366727814445,2300,2300
89543,116.32084300,40.00746100,2034401218433162,-1050,1050,367017627160,-6177,6177,366727815990,1545,1545
89544,116.32063400,40.00744400,2034401218429377,-3785,3785,367017624710,-2450,2450,366727818471,2481,2481
89545,116.32047000,40.00740100,2034401218254149,-175228,175228,367017601489,-23221,23221,366727829435,10964,10964
89546,116.32031000,40.00740400,2034401218253137,-1012,1012,367017599441,-2048,2048,366727830459,1024,1024
89547,116.32010800,40.00737600,2034401218228127,-25010,25010,367017593156,-6285,6285,366727833580,3121,3121
89548,116.31989700,40.00740300,2034401218248960,20833,20833,367016192889,-1400267,1400267,366728183015,349435,349435
89549,116.31982900,40.00751000,2034401218249253,293,293,367016193222,333,333,366728181895,-1120,1120
89550,116.31980500,40.00763300,2034401218239967,-9286,9286,367016193376,154,154,366728182138,243,243
89551,116.31978000,40.00772900,2034401218240486,519,519,367016194746,1370,1370,366728169807,-12331,12331
89552,116.31972100,40.00777400,2034401218245751,5265,5265,367016194635,-111,111,366728169932,125,125
89553,116.31972600,40.00777000,2034401218245920,169,169,367016194656,21,21,366728169936,4,4
89554,116.31972600,40.00777000,2034401218245920,0,0,367016194656,0,0,366728169936,0,0
89555,116.31972800,40.00776200,2034401218245898,-22,22,367016194656,0,0,366728169936,0,0
89556,116.31973400,40.00774400,2034401218245892,-6,6,367016194617,-39,39,366728169869,-67,67
89557,116.31973700,40.00774300,2034401218240430,-5462,5462,367016194617,0,0,366728169869,0,0
89558,116.31973700,40.00774300,2034401218240430,0,0,367016194617,0,0,366728169869,0,0
89559,116.31974100,40.00774900,2034401218245893,5463,5463,367016194622,5,5,366728169857,-12,12
89560,116.31974400,40.00776700,2034401218245925,32,32,367016194752,130,130,366728169770,-87,87
89561,116.31974400,40.00778800,2034401218246021,96,96,367016194757,5,5,366728169765,-5,5
89562,116.31973400,40.00778900,2034401218246020,-1,1,367016194669,-88,88,366728169947,182,182
89563,116.31973700,40.00777100,2034401218245926,-94,94,367016194665,-4,4,366728169943,-4,4
89564,116.31973700,40.00777100,2034401218245926,0,0,367016194665,0,0,366728169943,0,0
89565,116.31973700,40.00777600,2034401218245926,0,0,367016194665,0,0,366728169943,0,0
89566,116.31965000,40.00785800,2034401218246182,256,256,367016194343,-322,322,366728170292,349,349
89567,116.31963200,40.00788000,2034401218245591,-591,591,367016194323,-20,20,366728170258,-34,34
89568,116.31962800,40.00786200,2034401218245500,-91,91,367016194311,-12,12,366728170252,-6,6
89569,116.31963700,40.00784600,2034401218245471,-29,29,367016194313,2,2,366728170247,-5,5
89570,116.31965200,40.00782900,2034401218245806,335,335,367016194167,-146,146,366728170220,-27,27
89571,116.31966200,40.00781000,2034401218245808,2,2,367016194171,4,4,366728170214,-6,6
89572,116.31968700,40.00779200,2034401218245825,17,17,367016194277,106,106,366728170037,-177,177
89573,116.31968700,40.00779200,2034401218245825,0,0,367016194277,0,0,366728170037,0,0
89574,116.31967900,40.00778400,2034401218245695,-130,130,367016194254,-23,23,366728170017,-20,20
89575,116.31963500,40.00778100,2034401218244989,-706,706,367016194124,-130,130,366728170184,167,167
89576,116.31962300,40.00780300,2034401218245083,94,94,367016194128,4,4,366728170234,50,50
89577,116.31967400,40.00785900,2034401218246198,1115,1115,367016194445,317,317,366728170313,79,79
89578,116.31972100,40.00792400,2034401218247767,1569,1569,367016194895,450,450,366728169568,-745,745
89579,116.31974600,40.00797600,2034401218248090,323,323,367016195713,818,818,366728170819,1251,1251
89580,116.31974000,40.00800800,2034401218248455,365,365,367016195642,-71,71,366728170799,-20,20
89581,116.31972300,40.00807700,2034401218248445,-10,10,367016195675,33,33,366728170998,199,199
89582,116.31972100,40.00811000,2034401218335861,87416,87416,367016195850,175,175,366728171013,15,15
89583,116.31971300,40.00814700,2034401218335966,105,105,367016195859,9,9,366728171026,13,13
89584,116.31963800,40.00810100,2034401218335752,-214,214,367016195167,-692,692,366728170586,-440,440
89585,116.31961500,40.00808100,2034401218247661,-88091,88091,367016189689,-5478,5478,366728171783,1197,1197
89586,116.31961500,40.00808100,2034401218247661,0,0,367016189689,0,0,366728171783,0,0
89587,116.31960700,40.00808400,2034401218247662,1,1,367016189681,-8,8,366728171787,4,4
89588,116.31958800,40.00805800,2034401218247580,-82,82,367016189638,-43,43,366728171815,28,28
89589,116.31959100,40.00806800,2034401218247605,25,25,367016189650,12,12,366728171803,-12,12
89590,116.31958100,40.00804600,2034401218247569,-36,36,367016189547,-103,103,366728171990,187,187
89591,116.31962400,40.00799900,2034401218247163,-406,406,367016195077,5530,5530,366728170501,-1489,1489
89592,116.31964400,40.00795900,2034401218247809,646,646,367016194421,-656,656,366728170437,-64,64
89593,116.31961900,40.00791700,2034401218246992,-817,817,367016188910,-5511,5511,366728175281,4844,4844
89594,116.31958300,40.00790300,2034401218245555,-1437,1437,367016188864,-46,46,366728175232,-49,49
89595,116.31958400,40.00789800,2034401218245556,1,1,367016188864,0,0,366728175232,0,0
89596,116.31958300,40.00789600,2034401218245553,-3,3,367016188821,-43,43,366728175317,85,85
89597,116.31958400,40.00789700,2034401218245556,3,3,367016188821,0,0,366728175317,0,0
89598,116.31958300,40.00789800,2034401218245553,-3,3,367016188864,43,43,366728175232,-85,85
89599,116.31958300,40.00789800,2034401218245553,0,0,367016188864,0,0,366728175232,0,0
89600,116.31958600,40.00789200,2034401218245534,-19,19,367016188821,-43,43,366728175317,85,85
